Country Name,Country Code,Indicator Name,Indicator Code,Year,GDP
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1975,852.47
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1976,1093.22
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1977,
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1978,1033.46
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1979,1065.41
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1980,1253.9
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1981,1209.64
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1982,1386.26
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1983,1401.37
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1984,1287.61
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1985,
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1986,1734.99
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1987,1552.23
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1988,1632.85
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1989,1758.32
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1990,1821.28
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1991,1911.8
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1992,2105.07
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1993,
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1994,
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1995,1940.45
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1996,2063.39
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1997,
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1998,2432.16
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1999,2259.05
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,2000,
India,COU,GDP (current US$),NY.GDP.MKTP.CD,2001,2425.39
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,2002,2603.97
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,2003,2795.94
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,2004,2548.27
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,2005,2610.52
India,COU,GDP (current US$),NY.GDP.MKTP.CD,2006,2821.98
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2007,2843.87
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,2008,3018.46
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2009,2950.29
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,2010,2914.07
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2011,3067.18
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,2012,3177.09
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,2013,3206.37
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2014,
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,2015,3347.21
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,2016,3415.58
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,2017,3494.98
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,2018,3479.74
India,COU,GDP (current US$),NY.GDP.MKTP.CD,2019,
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2020,3545.76
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,2021,3709.84
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,2022,3565.61
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1960,
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1961,216.04
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1962,
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1963,220.3
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1964,143.4
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1965,
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1966,471.4
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1967,686.91
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1968,503.53
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1969,619.96
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1970,686.71
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1971,883.25
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1972,779.7
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1973,880.86
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1974,977.48
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1975,999.08
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1976,999.51
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1977,1127.29
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1978,
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1979,1132.69
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1980,
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1981,1292.79
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1982,1546.04
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1983,1337.95
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1984,1498.1
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1985,
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1986,1838.01
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1987,1738.61
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1988,1753.4
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1989,2060.76
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1990,1791.58
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1991,
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1992,2107.84
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1993,2077.36
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1994,2089.17
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1995,
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1996,2343.14
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1997,2326.08
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1998,
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1999,2597.19
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2000,2638.7
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,2001,2627.49
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,2002,2885.8
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,2003,2657.86
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,2004,2676.05
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,2005,2823.14
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2006,
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2007,3044.13
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,2008,3059.4
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,2009,3182.46
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,2010,3085.83
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2011,3419.09
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2012,3330.23
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2013,3513.9
India,COU,GDP (current US$),NY.GDP.MKTP.CD,2014,3500.18
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2015,
India,COU,GDP (current US$),NY.GDP.MKTP.CD,2016,3650.34
India,COU,GDP (current US$),NY.GDP.MKTP.CD,2017,
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,2018,3785.1
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,2019,3917.47
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2020,3867.94
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,2021,3982.92
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2022,3966.77
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1960,164.57
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1961,
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1962,271.8
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1963,123.26
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1964,19.77
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1965,211.23
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1966,165.88
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1967,353.63
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1968,239.87
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1969,296.09
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1970,187.32
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1971,
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1972,
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1973,324.6
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1974,
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1975,
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1976,632.26
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1977,528.59
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1978,
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1979,696.07
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1980,616.16
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1981,917.91
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1982,
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1983,816.62
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1984,876.98
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1985,
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1986,
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1987,956.29
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1988,948.38
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1989,951.99
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1990,1059.61
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1991,1303.06
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1992,1222.95
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1993,1137.32
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1994,1287.27
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1995,
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1996,1393.62
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1997,1342.69
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1998,
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1999,1477.69
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2000,1482.79
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2001,1568.53
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2002,1578.1
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2003,1655.11
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2004,
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2005,1753.04
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,2006,1676.63
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,2007,1899.97
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2008,1659.1
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,2009,
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,2010,
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,2011,1769.59
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,2012,1821.92
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,2013,1873.84
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,2014,1983.87
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,2015,2029.31
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,2016,
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2017,
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,2018,2297.96
India,COU,GDP (current US$),NY.GDP.MKTP.CD,2019,2292.06
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,2020,2198.51
India,COU,GDP (current US$),NY.GDP.MKTP.CD,2021,2194.25
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,2022,
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1960,2.22
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1961,
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1962,184.14
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1963,267.07
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1964,212.17
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1965,
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1966,
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1967,
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1968,515.46
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1969,655.86
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1970,777.67
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1971,621.52
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1972,
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1973,779.82
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1974,824.54
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1975,988.3
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1976,1023.3
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1977,858.56
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1978,
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1979,
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1980,1128.04
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1981,1288.31
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1982,
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1983,1391.06
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1984,1368.09
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1985,1414.09
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1986,
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1987,1714.79
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1988,1710.01
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1989,1676.72
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1990,1849.08
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1991,
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1992,2003.05
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1993,1772.34
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1994,1968.2
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1995,1950.61
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1996,1991.24
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1997,
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1998,2190.2
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1999,2329.75
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2000,2348.54
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,2001,2459.07
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2002,2477.18
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,2003,2399.33
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,2004,2685.39
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2005,2594.52
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2006,
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,2007,2717.34
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,2008,
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2009,2961.44
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2010,2899.69
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2011,2957.76
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2012,
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,2013,3316.62
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,2014,3205.27
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,2015,
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2016,3386.37
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2017,
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,2018,3373.7
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,2019,3438.1
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,2020,3508.71
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,2021,
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,2022,3704.9
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1960,18.74
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1961,
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1962,76.36
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1963,127.75
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1964,-44.49
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1965,282.41
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1966,260.87
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1967,361.47
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1968,7.49
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1969,541.4
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1970,354.05
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1971,514.28
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1972,334.91
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1973,
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1974,
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1975,
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1976,
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1977,597.07
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1978,673.33
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1979,
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1980,772.05
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1981,772.97
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1982,829.87
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1983,1069.16
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1984,
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1985,919.83
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1986,
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1987,1081.16
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1988,1124.76
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1989,1105.38
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1990,962.65
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1991,1275.74
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1992,1033.21
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1993,1213.56
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1994,
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1995,1247.77
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1996,1322.51
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1997,
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1998,1402.72
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1999,1557.35
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,2000,1476.78
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2001,1442.45
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,2002,1598.73
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2003,1656.71
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,2004,
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,2005,1668.4
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2006,1714.22
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,2007,1649.8
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2008,
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,2009,1735.44
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,2010,1798.45
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2011,1804.03
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2012,1858.35
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,2013,
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,2014,1783.68
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,2015,2122.58
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,2016,1913.88
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,2017,1934.88
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,2018,1854.13
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,2019,
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,2020,2008.05
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,2021,2340.01
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,2022,2312.24
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1960,163.93
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1961,82.59
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1962,-85.54
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1963,442.82
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1964,124.09
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1965,147.83
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1966,463.95
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1967,654.99
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1968,598.76
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1969,566.05
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1970,618.46
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1971,693.64
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1972,
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1973,
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1974,
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1975,799.33
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1976,779.52
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1977,876.17
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1978,784.27
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1979,993.05
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1980,953.35
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1981,991.17
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1982,
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1983,1339.38
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1984,
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1985,1141.77
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1986,1249.18
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1987,1491.54
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1988,
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1989,
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1990,1600.44
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1991,1497.92
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1992,1654.62
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1993,1560
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1994,1682.59
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1995,1824.03
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1996,
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1997,1934.74
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1998,1938.05
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1999,
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2000,
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,2001,2224.4
India,COU,GDP (current US$),NY.GDP.MKTP.CD,2002,2149.83
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2003,
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,2004,2248.18
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,2005,2339.6
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,2006,2339.48
India,COU,GDP (current US$),NY.GDP.MKTP.CD,2007,
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,2008,2363.04
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,2009,2416.27
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2010,2391.63
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2011,2756.17
India,COU,GDP (current US$),NY.GDP.MKTP.CD,2012,2506.15
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,2013,2610.56
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,2014,2657.34
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,2015,2867.99
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2016,2798.33
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,2017,3001.92
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,2018,2859.12
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2019,3003.69
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,2020,
India,COU,GDP (current US$),NY.GDP.MKTP.CD,2021,3288.95
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,2022,3005
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1960,107.3
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1961,123.34
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1962,194.44
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1963,
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1964,323.83
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1965,500.47
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1966,690.69
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1967,479.44
