Country,Region,Income_Group,Year,GDP_per_capita,Life_Expectancy,Population
France,Asia,Low,2024,62937.93,79.2,593188837
France,Asia,Low,2024,67451.72,81.3,610531016
France,Asia,Low,2024,63789.53,82,599873296
France,Asia,Low,2024,67086.19,80.4,607325507
France,Asia,Low,2024,63619.22,79.8,580782272
France,Asia,Low,2024,65050.25,80.4,599322408
France,Asia,Low,2024,64147.82,78.2,590005188
France,Asia,Low,2024,65148.76,80.3,586283146
France,Asia,Low,2024,66998.57,81.7,594987144
France,Asia,Low,2024,65047.83,80.5,591156505
France,Asia,Low,2024,63368.98,81.8,568433082
France,Asia,Low,2024,64268.12,82.1,589127528
France,Asia,Low,2024,68112.05,82.3,559549942
France,Asia,Low,2024,64252.3,80.5,583561810
France,Asia,Low,2024,64513.19,81.7,601237295
France,Asia,Low,2024,65964.72,80.2,580015012
France,Asia,Low,2024,66896.82,79.5,585467787
France,Asia,Low,2024,64163.22,80.5,565229514
France,Asia,Low,2024,65237.33,79.3,557483959
France,Asia,Low,2024,64197.75,78.6,598514135
France,Asia,Low,2024,65812,79.9,592058393
France,Asia,Low,2024,66735.9,79.7,569304047
France,Asia,Low,2024,63611.3,80.5,580014883
France,Asia,Low,2024,66029.21,79.6,594573339
France,Asia,Low,2024,64182.77,79.4,608912119
France,Asia,Low,2024,66156.08,81.7,588457397
France,Asia,Low,2024,65018.76,83.3,598807428
France,Asia,Low,2024,66952.04,82.4,559422094
France,Asia,Low,2024,66166.63,80.5,611235399
France,Asia,Low,2024,64083.59,81.2,577396443
France,Asia,Low,2024,65620.65,79.5,600693194
France,Asia,Low,2024,61323.64,79.1,587809153
France,Asia,Low,2024,62622.03,81.4,579093412
France,Asia,Low,2024,62978.34,81.4,613889710
France,Asia,Low,2024,65484.84,78.6,587888671
France,Asia,Low,2024,62489.07,80.4,588543178
France,Asia,Low,2024,64528.76,79.8,568598265
France,Asia,Low,2024,63551.71,81.4,610998998
France,Asia,Low,2024,63823.32,79.9,563278359
Italy,Asia,Upper-Middle,2000,42392.66,60.2,175153725
Italy,Asia,Upper-Middle,2000,42246.14,59.4,173639916
Italy,Asia,Upper-Middle,2000,36849.99,61.1,163429529
Italy,Asia,Upper-Middle,2000,41058.38,60.5,164412486
Italy,Asia,Upper-Middle,2000,35451.54,59.5,164681862
Italy,Asia,Upper-Middle,2000,38014.78,58.7,168299814
Italy,Asia,Upper-Middle,2000,40797.72,57.1,162773143
Italy,Asia,Upper-Middle,2000,38702.96,59.7,165558609
Italy,Asia,Upper-Middle,2000,42194.37,59.7,174278065
Italy,Asia,Upper-Middle,2000,39283.1,59,167205503
Italy,Asia,Upper-Middle,2000,37580.13,60.8,173810745
Italy,Asia,Upper-Middle,2000,41193.53,60.2,177894327
Italy,Asia,Upper-Middle,2000,39499.55,60.6,176356529
Italy,Asia,Upper-Middle,2000,39889.44,59.7,173234066
Italy,Asia,Upper-Middle,2000,40817.63,58.2,161868723
Italy,Asia,Upper-Middle,2000,36839.06,59.4,162026359
Italy,Asia,Upper-Middle,2000,40482.14,58.5,170543903
Italy,Asia,Upper-Middle,2000,39121.69,59.2,173954078
Italy,Asia,Upper-Middle,2000,38617.66,58,172148451
Italy,Asia,Upper-Middle,2000,38597.44,61.4,171100518
Italy,Asia,Upper-Middle,2000,42695.73,61.1,175785624
Italy,Asia,Upper-Middle,2000,40148.64,58.4,163007671
Italy,Asia,Upper-Middle,2000,42443.77,58.9,161403710
Italy,Asia,Upper-Middle,2000,41363.96,57.9,178090660
Italy,Asia,Upper-Middle,2000,38324.83,59.2,168229088
Italy,Asia,Upper-Middle,2000,40731.97,59.9,175798093
Italy,Asia,Upper-Middle,2000,35770.36,59.5,173121030
Italy,Asia,Upper-Middle,2000,38611.49,59.7,166019941
Italy,Asia,Upper-Middle,2000,39259.23,60.8,174730812
Italy,Asia,Upper-Middle,2000,41718.31,58.6,164059156
Italy,Asia,Upper-Middle,2000,40479.55,60.5,162721046
Italy,Asia,Upper-Middle,2000,38984.81,58.1,172007318
Italy,Asia,Upper-Middle,2000,41339.67,61,173313454
Italy,Asia,Upper-Middle,2000,43337.75,59.9,161334219
Italy,Asia,Upper-Middle,2000,39210.77,58.1,173842464
Italy,Asia,Upper-Middle,2000,40134.41,60.6,169444643
Italy,Asia,Upper-Middle,2000,38563.17,57.6,161349299
Italy,Asia,Upper-Middle,2000,38142.18,59.9,163658499
Italy,Asia,Upper-Middle,2000,42072.31,60.9,174566672
Italy,Asia,Upper-Middle,2000,38065.04,60.8,176245274
Italy,Asia,Upper-Middle,2001,40908.71,58.2,165004576
Italy,Asia,Upper-Middle,2001,41812.63,59.5,173571911
Italy,Asia,Upper-Middle,2001,38824.13,60.6,178970578
Italy,Asia,Upper-Middle,2001,39143.96,60.1,163392937
Italy,Asia,Upper-Middle,2001,40032.23,60.6,168246881
Italy,Asia,Upper-Middle,2001,37785.16,57.8,167221090
Italy,Asia,Upper-Middle,2001,37976.78,61.6,178622080
Italy,Asia,Upper-Middle,2001,40860.89,55.9,179064917
Italy,Asia,Upper-Middle,2001,45700.37,63.3,169361811
Italy,Asia,Upper-Middle,2001,39211.91,61.6,173228053
Italy,Asia,Upper-Middle,2001,42490.69,56.7,177326893
Italy,Asia,Upper-Middle,2001,38242.21,59.2,172918942
Italy,Asia,Upper-Middle,2001,40651.02,60.2,168420837
Italy,Asia,Upper-Middle,2001,40251.51,60.1,180009485
Italy,Asia,Upper-Middle,2001,40702.75,59.3,175840117
Italy,Asia,Upper-Middle,2001,42015.59,60.6,171227799
Italy,Asia,Upper-Middle,2001,40161.18,59.2,174155163
Italy,Asia,Upper-Middle,2001,38703.54,60.4,167470276
Italy,Asia,Upper-Middle,2001,43042.15,59.6,177769408
Italy,Asia,Upper-Middle,2001,44347.11,60,172633781
Italy,Asia,Upper-Middle,2001,40500.55,62.7,168170888
Italy,Asia,Upper-Middle,2001,40299.22,59.7,175836915
Italy,Asia,Upper-Middle,2001,41385.89,59.1,170054244
Italy,Asia,Upper-Middle,2001,41938.99,59.5,166805472
Italy,Asia,Upper-Middle,2001,38353.79,60,165972946
Italy,Asia,Upper-Middle,2001,40823.39,61,165101225
Italy,Asia,Upper-Middle,2001,40182.07,60.9,180114285
Italy,Asia,Upper-Middle,2001,40751.28,57.6,166098217
Italy,Asia,Upper-Middle,2001,38487.81,59.5,168401397
Italy,Asia,Upper-Middle,2001,39002.9,58.6,179778916
Italy,Asia,Upper-Middle,2001,40389.8,59.1,173930758
Italy,Asia,Upper-Middle,2001,42202.17,60.7,176192535
Italy,Asia,Upper-Middle,2001,40590.97,61.3,174418892
Italy,Asia,Upper-Middle,2001,37724.94,59.5,168507033
Italy,Asia,Upper-Middle,2001,38303.11,58.3,172280873
Italy,Asia,Upper-Middle,2001,40558.54,57.8,178858800
Italy,Asia,Upper-Middle,2001,38317.63,59.2,169081800
Italy,Asia,Upper-Middle,2001,39884.71,60.5,169785639
Italy,Asia,Upper-Middle,2001,39761.45,58.9,179678486
Italy,Asia,Upper-Middle,2001,41430.09,59.6,164913098
Italy,Asia,Upper-Middle,2002,41148.43,60.1,168491626
Italy,Asia,Upper-Middle,2002,39876.92,62.3,176643489
Italy,Asia,Upper-Middle,2002,42346.97,58.5,180637115
Italy,Asia,Upper-Middle,2002,41325.55,61.6,178012627
Italy,Asia,Upper-Middle,2002,43521.34,60.2,172591162
Italy,Asia,Upper-Middle,2002,38765.26,61.9,173991469
Italy,Asia,Upper-Middle,2002,41485.04,61.1,165190072
Italy,Asia,Upper-Middle,2002,42299.07,61.3,177750592
Italy,Asia,Upper-Middle,2002,41136.3,60.5,173800903
Italy,Asia,Upper-Middle,2002,39082.12,61.2,179760397
Italy,Asia,Upper-Middle,2002,43177.78,60.9,179099115
Italy,Asia,Upper-Middle,2002,42875.37,58.8,178504892
Italy,Asia,Upper-Middle,2002,41510.42,61.3,173820358
Italy,Asia,Upper-Middle,2002,45156.99,60.9,167170188
Italy,Asia,Upper-Middle,2002,40833.64,60,181100713
Italy,Asia,Upper-Middle,2002,41134.64,60.3,175377328
Italy,Asia,Upper-Middle,2002,43468.23,60.4,178211493
Italy,Asia,Upper-Middle,2002,41870.41,58.6,178334355
Italy,Asia,Upper-Middle,2002,40124.82,58.9,179002639
Italy,Asia,Upper-Middle,2002,40437.68,60.6,180163551
Italy,Asia,Upper-Middle,2002,42786.67,59.5,177143289
Italy,Asia,Upper-Middle,2002,39918.44,59.5,177456666
Italy,Asia,Upper-Middle,2002,41773.52,59.9,178361595
Italy,Asia,Upper-Middle,2002,42010.52,59.2,169533266
Italy,Asia,Upper-Middle,2002,41562.9,57.9,166433980
Italy,Asia,Upper-Middle,2002,41514.73,57.3,172825542
Italy,Asia,Upper-Middle,2002,43127.31,59.7,173839492
Italy,Asia,Upper-Middle,2002,42939.22,58.3,169979372
Italy,Asia,Upper-Middle,2002,42668.26,59.5,174417520
Italy,Asia,Upper-Middle,2002,43278.43,59,166287969
Italy,Asia,Upper-Middle,2002,40214.97,60,168132925
Italy,Asia,Upper-Middle,2002,41606.71,59.1,168969113
Italy,Asia,Upper-Middle,2002,41375.16,57,172879871
Italy,Asia,Upper-Middle,2002,42080.29,60.1,170277342
Italy,Asia,Upper-Middle,2002,41496.14,60.3,172979407
Italy,Asia,Upper-Middle,2002,41452.5,58.5,170330805
Italy,Asia,Upper-Middle,2002,43739.74,58.1,171056623
Italy,Asia,Upper-Middle,2002,42262.01,59.8,173887802
Italy,Asia,Upper-Middle,2002,42147.35,59.1,172809390
Italy,Asia,Upper-Middle,2002,44156.76,58.6,177702073
Italy,Asia,Upper-Middle,2003,42611.7,60.2,179265598
Italy,Asia,Upper-Middle,2003,44662.66,58.8,169492654
Italy,Asia,Upper-Middle,2003,40756.86,59.7,172908660
Italy,Asia,Upper-Middle,2003,41316.24,60.9,179033625
Italy,Asia,Upper-Middle,2003,41395.84,59.9,173791946
Italy,Asia,Upper-Middle,2003,41962.31,59.8,169282973
Italy,Asia,Upper-Middle,2003,43676.57,61.3,172004530
Italy,Asia,Upper-Middle,2003,44577.04,59.4,174256283
Italy,Asia,Upper-Middle,2003,41529.72,61.2,179735493
Italy,Asia,Upper-Middle,2003,46308.85,57.8,177519235
Italy,Asia,Upper-Middle,2003,40278.81,57.1,171665208
Italy,Asia,Upper-Middle,2003,41956.1,60,169955174
Italy,Asia,Upper-Middle,2003,43500.23,59.1,177946217
Italy,Asia,Upper-Middle,2003,41877.21,57.8,178899775
Italy,Asia,Upper-Middle,2003,43986.53,63.1,179409042
Italy,Asia,Upper-Middle,2003,42138.82,59.1,182884347
Italy,Asia,Upper-Middle,2003,44757.56,59.5,170561631
Italy,Asia,Upper-Middle,2003,41121.9,59.9,174252564
Italy,Asia,Upper-Middle,2003,43267.81,58,180712752
Italy,Asia,Upper-Middle,2003,42548.71,60.3,180057526
Italy,Asia,Upper-Middle,2003,45424.9,61.6,171782570
Italy,Asia,Upper-Middle,2003,40785.69,60.4,172045544
Italy,Asia,Upper-Middle,2003,41592.02,61.9,168144556
Italy,Asia,Upper-Middle,2003,41418.06,58.9,169980811
Italy,Asia,Upper-Middle,2003,43547.64,58,183950615
Italy,Asia,Upper-Middle,2003,40578.79,62,173843608
Italy,Asia,Upper-Middle,2003,42677.15,61.7,167578252
Italy,Asia,Upper-Middle,2003,41388.86,58.3,180763424
Italy,Asia,Upper-Middle,2003,44862.64,59.6,178134495
Italy,Asia,Upper-Middle,2003,41886.08,59,181220552
Italy,Asia,Upper-Middle,2003,42151.64,58.5,182199618
Italy,Asia,Upper-Middle,2003,40641.98,61.1,178315827
Italy,Asia,Upper-Middle,2003,42174.37,61.5,177043592
Italy,Asia,Upper-Middle,2003,41363.55,60,179311332
Italy,Asia,Upper-Middle,2003,44070.3,58.5,173177774
Italy,Asia,Upper-Middle,2003,41475.27,61.6,183539161
Italy,Asia,Upper-Middle,2003,42034.14,61.6,175178543
Italy,Asia,Upper-Middle,2003,42960.47,60.8,178599207
Italy,Asia,Upper-Middle,2003,41540.49,57.2,181198686
Italy,Asia,Upper-Middle,2003,43226.42,60,181001123
Italy,Asia,Upper-Middle,2004,44841.26,61.9,176262013
Italy,Asia,Upper-Middle,2004,45705.92,58.8,179496873
Italy,Asia,Upper-Middle,2004,46689.32,62.1,174304201
Italy,Asia,Upper-Middle,2004,45303.62,60.5,169995365
Italy,Asia,Upper-Middle,2004,44127.88,59,183981353
Italy,Asia,Upper-Middle,2004,44667.36,57.8,169105902
Italy,Asia,Upper-Middle,2004,43807.65,59,169975276
Italy,Asia,Upper-Middle,2004,42231.42,59.3,174557684
Italy,Asia,Upper-Middle,2004,43774.38,60.8,174705452
Italy,Asia,Upper-Middle,2004,46015.35,61.3,186422140
Italy,Asia,Upper-Middle,2004,46334.89,60.4,175724434
Italy,Asia,Upper-Middle,2004,43531.28,58.6,176375446
Italy,Asia,Upper-Middle,2004,46507.42,59.2,176147241
Italy,Asia,Upper-Middle,2004,47935.54,61.3,176177187
Italy,Asia,Upper-Middle,2004,43777.22,59.5,171619915
Italy,Asia,Upper-Middle,2004,42663.62,60.8,184659534
Italy,Asia,Upper-Middle,2004,44991.8,59.8,186471816
Italy,Asia,Upper-Middle,2004,44818.22,61.6,171594332
Italy,Asia,Upper-Middle,2004,43519.36,57.9,170132002
Italy,Asia,Upper-Middle,2004,42672.99,60.5,180514298
Italy,Asia,Upper-Middle,2004,42115.7,61.5,185797882
Italy,Asia,Upper-Middle,2004,43898.45,61.9,185262760
Italy,Asia,Upper-Middle,2004,44581.93,61,171648810
Italy,Asia,Upper-Middle,2004,45612.34,60,179756080
Italy,Asia,Upper-Middle,2004,44815.05,60.1,169223041
Italy,Asia,Upper-Middle,2004,43786.64,59.8,185359784
Italy,Asia,Upper-Middle,2004,45491.54,61.7,180611513
Italy,Asia,Upper-Middle,2004,44419.41,57.7,180130951
Italy,Asia,Upper-Middle,2004,45400.92,59.3,174650106
Italy,Asia,Upper-Middle,2004,45162.43,59.8,176321849
Italy,Asia,Upper-Middle,2004,41977.49,60.3,170066023
Italy,Asia,Upper-Middle,2004,45318.17,60.9,184054725
Italy,Asia,Upper-Middle,2004,43366.63,61.3,181989112
Italy,Asia,Upper-Middle,2004,43390.71,60.1,176069992
Italy,Asia,Upper-Middle,2004,43612.58,61.5,173338669
Italy,Asia,Upper-Middle,2004,43744.56,59.2,179604245
Italy,Asia,Upper-Middle,2004,44460.51,60,171075434
Italy,Asia,Upper-Middle,2004,41615.76,59.2,171312269
Italy,Asia,Upper-Middle,2004,44668.89,61.1,176247072
Italy,Asia,Upper-Middle,2004,45569.51,59.5,170543100
Italy,Asia,Upper-Middle,2005,45923.68,60.9,182085657
Italy,Asia,Upper-Middle,2005,45623.4,60,179709633
Italy,Asia,Upper-Middle,2005,43824.24,58.5,171165979
Italy,Asia,Upper-Middle,2005,43966.03,59.4,173301149
Italy,Asia,Upper-Middle,2005,44621.58,59.7,178344410
Italy,Asia,Upper-Middle,2005,42478.57,61.1,173403717
Italy,Asia,Upper-Middle,2005,45137.83,61,184206237
Italy,Asia,Upper-Middle,2005,43459.04,61.3,180932529
Italy,Asia,Upper-Middle,2005,42605.3,61.5,182927214
Italy,Asia,Upper-Middle,2005,44256.07,61.6,171131345
Italy,Asia,Upper-Middle,2005,43871.45,59.8,173661782
Italy,Asia,Upper-Middle,2005,43290.55,59.5,187677610
Italy,Asia,Upper-Middle,2005,45490.42,62.7,171037981
Italy,Asia,Upper-Middle,2005,45349.67,59.9,177872854
Italy,Asia,Upper-Middle,2005,43773.84,58.3,188387683
Italy,Asia,Upper-Middle,2005,44743.86,61.4,186654366
Italy,Asia,Upper-Middle,2005,47008.72,61.9,185357729
Italy,Asia,Upper-Middle,2005,42682.86,59.7,175592037
Italy,Asia,Upper-Middle,2005,46710.26,58.3,185942015
Italy,Asia,Upper-Middle,2005,41254.72,60.1,185140901
Italy,Asia,Upper-Middle,2005,46615.7,58.8,172766052
Italy,Asia,Upper-Middle,2005,45560.49,59.2,172351400
Italy,Asia,Upper-Middle,2005,45668.48,58.9,178744434
Italy,Asia,Upper-Middle,2005,45689.62,60.2,182229274
Italy,Asia,Upper-Middle,2005,42481.41,61.7,182209787
Italy,Asia,Upper-Middle,2005,45150.77,59.8,172102243
Italy,Asia,Upper-Middle,2005,45593.91,58.4,182876566
Italy,Asia,Upper-Middle,2005,43159.31,57.9,179820309
Italy,Asia,Upper-Middle,2005,44648.97,60.1,176603037
Italy,Asia,Upper-Middle,2005,43855.28,60.2,179589933
Italy,Asia,Upper-Middle,2005,45433.4,60.8,184932357
Italy,Asia,Upper-Middle,2005,46455.96,60.4,173504614
Italy,Asia,Upper-Middle,2005,48387.71,58.8,186573050
Italy,Asia,Upper-Middle,2005,44719.7,58.8,179790586
Italy,Asia,Upper-Middle,2005,44813.03,61.6,180708918
Italy,Asia,Upper-Middle,2005,45571.14,58.5,177128969
Italy,Asia,Upper-Middle,2005,45464.2,59.5,187197471
Italy,Asia,Upper-Middle,2005,44279.72,59.4,178537655
Italy,Asia,Upper-Middle,2005,46613.3,59.2,176944970
Italy,Asia,Upper-Middle,2005,44504.98,59.7,182948762
Italy,Asia,Upper-Middle,2006,49576.02,62.1,182571101
Italy,Asia,Upper-Middle,2006,44177.79,60.5,177948194
Italy,Asia,Upper-Middle,2006,49317.62,60.1,177744003
Italy,Asia,Upper-Middle,2006,47068.46,60.9,177779029
Italy,Asia,Upper-Middle,2006,43323.61,61.2,176265803
Italy,Asia,Upper-Middle,2006,47522.92,60.4,184477918
Italy,Asia,Upper-Middle,2006,45055.95,63.5,177084848
Italy,Asia,Upper-Middle,2006,46106,59.3,183007159
Italy,Asia,Upper-Middle,2006,49179.8,60.4,176291505
Italy,Asia,Upper-Middle,2006,44710.39,58.1,176190091
Italy,Asia,Upper-Middle,2006,46695.39,61,174468284
Italy,Asia,Upper-Middle,2006,46877.16,62.4,182327439
Italy,Asia,Upper-Middle,2006,48520.36,59.8,187788846
Italy,Asia,Upper-Middle,2006,45882,62,186438628
Italy,Asia,Upper-Middle,2006,44831.04,61.6,175866274
Italy,Asia,Upper-Middle,2006,48553.27,61.5,183128313
Italy,Asia,Upper-Middle,2006,45237.78,59.2,185684179
Italy,Asia,Upper-Middle,2006,47794.45,60.3,173333076
Italy,Asia,Upper-Middle,2006,46166.05,61.6,187012738
Italy,Asia,Upper-Middle,2006,44110.4,60.9,179117820
Italy,Asia,Upper-Middle,2006,45768.37,58.6,178799927
Italy,Asia,Upper-Middle,2006,48293.85,60.4,190664181
Italy,Asia,Upper-Middle,2006,45599.33,59.9,179994252
Italy,Asia,Upper-Middle,2006,46589.49,60,181912442
Italy,Asia,Upper-Middle,2006,44717.32,60.7,186432165
Italy,Asia,Upper-Middle,2006,46252.61,60.8,190303709
Italy,Asia,Upper-Middle,2006,45531.36,58.9,182033003
Italy,Asia,Upper-Middle,2006,47514.33,60.8,174300836
Italy,Asia,Upper-Middle,2006,45805.09,62.8,183667652
Italy,Asia,Upper-Middle,2006,41793.56,60.9,176535495
Italy,Asia,Upper-Middle,2006,44223.39,60.1,173608829
Italy,Asia,Upper-Middle,2006,45899.1,60.2,183029624
Italy,Asia,Upper-Middle,2006,46112.86,59.4,190625394
Italy,Asia,Upper-Middle,2006,44894.53,60.8,182996677
Italy,Asia,Upper-Middle,2006,45026,59.4,189076415
Italy,Asia,Upper-Middle,2006,45512.29,58.8,175882225
Italy,Asia,Upper-Middle,2006,44791.7,59,178741121
Italy,Asia,Upper-Middle,2006,48249.38,61.2,182086055
Italy,Asia,Upper-Middle,2006,48087.66,60.8,190978589
Italy,Asia,Upper-Middle,2006,47359,60.2,181716821
Italy,Asia,Upper-Middle,2007,48009.08,62.1,190991645
Italy,Asia,Upper-Middle,2007,50214.63,59.8,183308528
Italy,Asia,Upper-Middle,2007,47212.22,58.4,176226220
Italy,Asia,Upper-Middle,2007,44082.79,61.5,187082131
Italy,Asia,Upper-Middle,2007,44838.36,61,178899758
Italy,Asia,Upper-Middle,2007,45560.46,60.8,177291447
Italy,Asia,Upper-Middle,2007,48689.67,59.9,175408894
Italy,Asia,Upper-Middle,2007,48055.17,61.7,175474250
Italy,Asia,Upper-Middle,2007,45387.82,62.6,190202380
Italy,Asia,Upper-Middle,2007,47051.56,61,189154770
Italy,Asia,Upper-Middle,2007,45778.53,59.1,178274841
Italy,Asia,Upper-Middle,2007,45726.18,61.4,183281732
Italy,Asia,Upper-Middle,2007,48266.89,61.1,190465673
Italy,Asia,Upper-Middle,2007,47900.11,59,191558155
Italy,Asia,Upper-Middle,2007,48626.27,59,187926775
Italy,Asia,Upper-Middle,2007,47479.87,61.3,190333034
Italy,Asia,Upper-Middle,2007,47308.95,59.7,182815669
Italy,Asia,Upper-Middle,2007,45391.91,63.7,192535212
Italy,Asia,Upper-Middle,2007,47179.57,60,192547485
Italy,Asia,Upper-Middle,2007,50572.16,58.4,176221968
Italy,Asia,Upper-Middle,2007,47981.13,59.2,188776843
Italy,Asia,Upper-Middle,2007,46888.42,61,180853982
Italy,Asia,Upper-Middle,2007,46236.82,60.5,189569496
Italy,Asia,Upper-Middle,2007,48252.93,60.3,176889452
Italy,Asia,Upper-Middle,2007,46904.3,59.3,178534619
Italy,Asia,Upper-Middle,2007,47880.32,60.5,176385278
Italy,Asia,Upper-Middle,2007,46268.74,59.4,184094965
Italy,Asia,Upper-Middle,2007,50027.8,59.9,188206827
Italy,Asia,Upper-Middle,2007,50283.13,62.2,190224245
Italy,Asia,Upper-Middle,2007,47290.34,60.3,178649906
Italy,Asia,Upper-Middle,2007,47308.53,59.8,181313283
Italy,Asia,Upper-Middle,2007,47815.33,59.9,184904021
Italy,Asia,Upper-Middle,2007,48547.96,59.4,187016812
Italy,Asia,Upper-Middle,2007,48252.29,59.6,192541189
Italy,Asia,Upper-Middle,2007,48808.55,61.8,191346300
Italy,Asia,Upper-Middle,2007,46067.38,59.2,186524421
Italy,Asia,Upper-Middle,2007,47871.65,61.4,192702352
Italy,Asia,Upper-Middle,2007,48357.8,59.7,191786664
Italy,Asia,Upper-Middle,2007,48220.58,60.3,178449744
Italy,Asia,Upper-Middle,2007,47510.25,59.5,184458517
Italy,Asia,Upper-Middle,2008,48645.65,60.2,185291289
Italy,Asia,Upper-Middle,2008,48370.82,61,188906653
Italy,Asia,Upper-Middle,2008,48270.51,61.3,182506318
Italy,Asia,Upper-Middle,2008,46397.37,61.8,184149521
Italy,Asia,Upper-Middle,2008,47321.79,58.9,189300585
Italy,Asia,Upper-Middle,2008,48855.69,61.4,176852566
Italy,Asia,Upper-Middle,2008,50422.92,59.2,187079648
Italy,Asia,Upper-Middle,2008,47230.14,59.9,183489382
Italy,Asia,Upper-Middle,2008,49462.58,58.1,184215414
Italy,Asia,Upper-Middle,2008,51013.61,60.2,186763951
Italy,Asia,Upper-Middle,2008,47771.79,59.5,187224913
Italy,Asia,Upper-Middle,2008,48754.72,62.8,188199675
Italy,Asia,Upper-Middle,2008,48971.52,62.2,194838242
Italy,Asia,Upper-Middle,2008,48857.71,60.3,181271565
Italy,Asia,Upper-Middle,2008,44999.61,62.5,183600274
Italy,Asia,Upper-Middle,2008,50179.93,61.2,180329602
Italy,Asia,Upper-Middle,2008,48697.6,61,193672232
Italy,Asia,Upper-Middle,2008,50454.02,62.1,183092644
Italy,Asia,Upper-Middle,2008,47905.73,60.5,182372698
Italy,Asia,Upper-Middle,2008,50844.18,61.8,192493921
Italy,Asia,Upper-Middle,2008,47737.87,60.9,188149982
Italy,Asia,Upper-Middle,2008,50239.81,62.9,183949194
Italy,Asia,Upper-Middle,2008,48434.5,61,178408101
Italy,Asia,Upper-Middle,2008,46719.5,59.4,193923953
Italy,Asia,Upper-Middle,2008,49060.25,58.4,180663375
Italy,Asia,Upper-Middle,2008,51005.36,61,193707143
Italy,Asia,Upper-Middle,2008,48156.01,61.8,183952485
Italy,Asia,Upper-Middle,2008,49528.72,61.3,193421013
Italy,Asia,Upper-Middle,2008,49234.22,59.5,188709918
Italy,Asia,Upper-Middle,2008,47856.81,61.6,189443991
Italy,Asia,Upper-Middle,2008,47046.68,62.9,190539421
Italy,Asia,Upper-Middle,2008,48512.22,60.7,190584207
Italy,Asia,Upper-Middle,2008,49933.79,59.9,184797695
Italy,Asia,Upper-Middle,2008,50900.89,60.1,185892960
Italy,Asia,Upper-Middle,2008,50913.64,62,188690088
Italy,Asia,Upper-Middle,2008,48480.83,60.6,177765986
Italy,Asia,Upper-Middle,2008,50359.51,58,181979156
Italy,Asia,Upper-Middle,2008,47906.23,60.7,191370345
Italy,Asia,Upper-Middle,2008,47262.48,61.3,182216160
Italy,Asia,Upper-Middle,2008,49514.49,61.3,191799117
Italy,Asia,Upper-Middle,2009,49342.16,60.7,187581709
Italy,Asia,Upper-Middle,2009,48333.45,61.1,195553562
Italy,Asia,Upper-Middle,2009,49437.49,60.7,195768431
Italy,Asia,Upper-Middle,2009,48149.13,57.9,193322736
Italy,Asia,Upper-Middle,2009,48522.95,62.9,183481230
Italy,Asia,Upper-Middle,2009,53766.92,61.2,190461826
Italy,Asia,Upper-Middle,2009,52210.14,62.3,187544160
Italy,Asia,Upper-Middle,2009,47201.12,61.2,181577732
Italy,Asia,Upper-Middle,2009,49026.86,60.7,179826172
Italy,Asia,Upper-Middle,2009,48695.12,59.8,185633617
Italy,Asia,Upper-Middle,2009,48496.47,60.2,183234543
Italy,Asia,Upper-Middle,2009,48823.44,61.6,190695243
Italy,Asia,Upper-Middle,2009,45009.78,60.4,182200846
Italy,Asia,Upper-Middle,2009,48845.73,61.7,182726066
Italy,Asia,Upper-Middle,2009,48327.11,59.5,183544172
Italy,Asia,Upper-Middle,2009,49438.68,61.8,186974469
Italy,Asia,Upper-Middle,2009,46494.02,63.5,193248016
Italy,Asia,Upper-Middle,2009,47745.09,60.5,180799354
Italy,Asia,Upper-Middle,2009,50268.14,61.3,186208739
Italy,Asia,Upper-Middle,2009,48938.94,59.4,188561920
Italy,Asia,Upper-Middle,2009,51754.14,61.8,187009414
Italy,Asia,Upper-Middle,2009,51771.42,59.8,195998079
Italy,Asia,Upper-Middle,2009,49965.4,61.6,180085864
Italy,Asia,Upper-Middle,2009,49564.86,59.7,192377947
Italy,Asia,Upper-Middle,2009,53315.39,60.5,194454702
Italy,Asia,Upper-Middle,2009,49296.95,60.4,194306360
Italy,Asia,Upper-Middle,2009,50274.32,60.9,188420729
Italy,Asia,Upper-Middle,2009,48061.12,61.7,183294656
Italy,Asia,Upper-Middle,2009,52017.07,61.4,186066533
Italy,Asia,Upper-Middle,2009,50596.94,60.4,188347350
Italy,Asia,Upper-Middle,2009,48791.06,58.5,190873219
Italy,Asia,Upper-Middle,2009,51555.62,60.1,191062918
Italy,Asia,Upper-Middle,2009,51555.62,59.8,184298386
Italy,Asia,Upper-Middle,2009,51426.56,62.9,191046806
Italy,Asia,Upper-Middle,2009,51040.51,62.9,194437613
Italy,Asia,Upper-Middle,2009,51841.19,60.2,193389016
Italy,Asia,Upper-Middle,2009,49486.34,58.9,194297030
Italy,Asia,Upper-Middle,2009,49216.12,58.8,179486782
Italy,Asia,Upper-Middle,2009,48485.29,59.5,182634171
Italy,Asia,Upper-Middle,2009,51646.94,60.1,183189623
Italy,Asia,Upper-Middle,2010,53168.88,63.1,196078113
Italy,Asia,Upper-Middle,2010,48956.93,60,197476716
Italy,Asia,Upper-Middle,2010,51588,62,182306466
Italy,Asia,Upper-Middle,2010,50448.62,60.3,185516979
Italy,Asia,Upper-Middle,2010,52783.02,59.7,194018081
Italy,Asia,Upper-Middle,2010,49985.84,61.3,182900466
Italy,Asia,Upper-Middle,2010,51330.19,60.2,185024883
Italy,Asia,Upper-Middle,2010,50781.66,59.8,194002428
